NO	DATE1	JISCODE1	PNAME1	GNAME1	CNAME1	WEIGHT	DATE2	JISCODE2	PNAME2	GNAME2	CNAME2
3809	19701001	11323	埼玉県	入間郡	富士見町	1	20151001	11235	埼玉県		富士見市
3827	19701001	11324	埼玉県	入間郡	三芳村	1	20151001	11324	埼玉県	入間郡	三芳町
3815	19701001	11325	埼玉県	入間郡	坂戸町	1	20151001	11239	埼玉県		坂戸市
3829	19701001	11326	埼玉県	入間郡	毛呂山町	1	20151001	11326	埼玉県	入間郡	毛呂山町
3830	19701001	11327	埼玉県	入間郡	越生町	1	20151001	11327	埼玉県	入間郡	越生町
3819	19701001	11328	埼玉県	入間郡	鶴ヶ島町	1	20151001	11241	埼玉県		鶴ヶ島市
3821	19701001	11329	埼玉県	入間郡	日高町	1	20151001	11242	埼玉県		日高市
949	19701001	11330	埼玉県	入間郡	名栗村	1	20151001	11209	埼玉県		飯能市
3831	19701001	11341	埼玉県	比企郡	滑川村	1	20151001	11341	埼玉県	比企郡	滑川町
3833	19701001	11342	埼玉県	比企郡	嵐山町	1	20151001	11342	埼玉県	比企郡	嵐山町
3834	19701001	11343	埼玉県	比企郡	小川町	1	20151001	11343	埼玉県	比企郡	小川町
2611	19701001	11344	埼玉県	比企郡	都幾川村	1	20151001	11349	埼玉県	比企郡	ときがわ町
2612	19701001	11345	埼玉県	比企郡	玉川村	1	20151001	11349	埼玉県	比企郡	ときがわ町
3835	19701001	11346	埼玉県	比企郡	川島村	1	20151001	11346	埼玉県	比企郡	川島町
3837	19701001	11347	埼玉県	比企郡	吉見村	1	20151001	11347	埼玉県	比企郡	吉見町
3839	19701001	11348	埼玉県	比企郡	鳩山村	1	20151001	11348	埼玉県	比企郡	鳩山町
3841	19701001	11361	埼玉県	秩父郡	横瀬村	1	20151001	11361	埼玉県	秩父郡	横瀬町
3843	19701001	11362	埼玉県	秩父郡	皆野町	1	20151001	11362	埼玉県	秩父郡	皆野町
3844	19701001	11363	埼玉県	秩父郡	野上町	1	20151001	11363	埼玉県	秩父郡	長瀞町
1687	19701001	11364	埼玉県	秩父郡	吉田町	1	20151001	11207	埼玉県		秩父市
2108	19701001	11365	埼玉県	秩父郡	小鹿野町	1	20151001	11365	埼玉県	秩父郡	小鹿野町
2109	19701001	11366	埼玉県	秩父郡	両神村	1	20151001	11365	埼玉県	秩父郡	小鹿野町
1688	19701001	11367	埼玉県	秩父郡	大滝村	1	20151001	11207	埼玉県		秩父市
1689	19701001	11368	埼玉県	秩父郡	荒川村	1	20151001	11207	埼玉県		秩父市
3846	19701001	11369	埼玉県	秩父郡	東秩父村	1	20151001	11369	埼玉県	秩父郡	東秩父村
3847	19701001	11381	埼玉県	児玉郡	美里村	1	20151001	11381	埼玉県	児玉郡	美里町
2578	19701001	11382	埼玉県	児玉郡	児玉町	1	20151001	11211	埼玉県		本庄市
2419	19701001	11383	埼玉県	児玉郡	神川村	1	20151001	11383	埼玉県	児玉郡	神川町
2421	19701001	11384	埼玉県	児玉郡	神泉村	1	20151001	11383	埼玉県	児玉郡	神川町
3849	19701001	11385	埼玉県	児玉郡	上里村	1	20151001	11385	埼玉県	児玉郡	上里町
2092	19701001	11401	埼玉県	大里郡	大里村	1	20151001	11202	埼玉県		熊谷市
3053	19701001	11402	埼玉県	大里郡	江南村	1	20151001	11202	埼玉県		熊谷市
2094	19701001	11403	埼玉県	大里郡	妻沼町	1	20151001	11202	埼玉県		熊谷市
170	19701001	11404	埼玉県	大里郡	豊里村	1	20151001	11218	埼玉県		深谷市
2413	19701001	11405	埼玉県	大里郡	岡部町	1	20151001	11218	埼玉県		深谷市
2414	19701001	11406	埼玉県	大里郡	川本村	1	20151001	11218	埼玉県		深谷市
2416	19701001	11407	埼玉県	大里郡	花園村	1	20151001	11218	埼玉県		深谷市
3851	19701001	11408	埼玉県	大里郡	寄居町	1	20151001	11408	埼玉県	大里郡	寄居町
3224	19701001	11421	埼玉県	北埼玉郡	騎西町	1	20151001	11210	埼玉県		加須市
2411	19701001	11422	埼玉県	北埼玉郡	南河原村	1	20151001	11206	埼玉県		行田市
2105	19701001	11423	埼玉県	北埼玉郡	川里村	1	20151001	11217	埼玉県		鴻巣市
3225	19701001	11424	埼玉県	北埼玉郡	北川辺村	1	20151001	11210	埼玉県		加須市
3227	19701001	11425	埼玉県	北埼玉郡	大利根村	1	20151001	11210	埼玉県		加須市
3807	19701001	11441	埼玉県	南埼玉郡	八潮町	1	20151001	11234	埼玉県		八潮市
3852	19701001	11442	埼玉県	南埼玉郡	宮代町	1	20151001	11442	埼玉県	南埼玉郡	宮代町
3209	19701001	11443	埼玉県	南埼玉郡	久喜町	1	20151001	11232	埼玉県		久喜市
3813	19701001	11444	埼玉県	南埼玉郡	蓮田町	1	20151001	11238	埼玉県		蓮田市
3853	19701001	11445	埼玉県	南埼玉郡	白岡町	1	20151001	11246	埼玉県		白岡市
3211	19701001	11446	埼玉県	南埼玉郡	菖蒲町	1	20151001	11232	埼玉県		久喜市
3212	19701001	11461	埼玉県	北葛飾郡	栗橋町	1	20151001	11232	埼玉県		久喜市
3213	19701001	11462	埼玉県	北葛飾郡	鷲宮町	1	20151001	11232	埼玉県		久喜市
3817	19701001	11463	埼玉県	北葛飾郡	幸手町	1	20151001	11240	埼玉県		幸手市
3854	19701001	11464	埼玉県	北葛飾郡	杉戸町	1	20151001	11464	埼玉県	北葛飾郡	杉戸町
3855	19701001	11465	埼玉県	北葛飾郡	松伏町	1	20151001	11465	埼玉県	北葛飾郡	松伏町
3823	19701001	11466	埼玉県	北葛飾郡	吉川町	1	20151001	11243	埼玉県		吉川市
3811	19701001	11467	埼玉県	北葛飾郡	三郷町	1	20151001	11237	埼玉県		三郷市
2097	19701001	11468	埼玉県	北葛飾郡	庄和町	1	20151001	11214	埼玉県		春日部市
346	19701001	12201	千葉県		千葉市	1	20151001	12100	千葉県	千葉市	
3856	19701001	12202	千葉県		銚子市	1	20151001	12202	千葉県		銚子市
3857	19701001	12203	千葉県		市川市	1	20151001	12203	千葉県		市川市
3858	19701001	12204	千葉県		船橋市	1	20151001	12204	千葉県		船橋市
3859	19701001	12205	千葉県		館山市	1	20151001	12205	千葉県		館山市
100	19701001	12206	千葉県		木更津市	1	20151001	12206	千葉県		木更津市
3860	19701001	12207	千葉県		松戸市	1	20151001	12207	千葉県		松戸市
485	19701001	12208	千葉県		野田市	1	20151001	12208	千葉県		野田市
2929	19701001	12209	千葉県		佐原市	1	20151001	12236	千葉県		香取市
148	19701001	12210	千葉県		茂原市	1	20151001	12210	千葉県		茂原市
2934	19701001	12211	千葉県		成田市	1	20151001	12211	千葉県		成田市
3861	19701001	12212	千葉県		佐倉市	1	20151001	12212	千葉県		佐倉市
3862	19701001	12213	千葉県		東金市	1	20151001	12213	千葉県		東金市
2590	19701001	12214	千葉県		八日市場市	1	20151001	12235	千葉県		匝瑳市
1918	19701001	12215	千葉県		旭市	1	20151001	12215	千葉県		旭市
3863	19701001	12216	千葉県		習志野市	1	20151001	12216	千葉県		習志野市
1532	19701001	12217	千葉県		柏市	1	20151001	12217	千葉県		柏市
3864	19701001	12218	千葉県		勝浦市	1	20151001	12218	千葉県		勝浦市
3865	19701001	12219	千葉県		市原市	1	20151001	12219	千葉県		市原市
3866	19701001	12220	千葉県		流山市	1	20151001	12220	千葉県		流山市
3867	19701001	12221	千葉県		八千代市	1	20151001	12221	千葉県		八千代市
3869	19701001	12222	千葉県		我孫子市	1	20151001	12222	千葉県		我孫子市
3872	19701001	12301	千葉県	東葛飾郡	浦安町	1	20151001	12227	千葉県		浦安市
3870	19701001	12302	千葉県	東葛飾郡	鎌ヶ谷町	1	20151001	12224	千葉県		鎌ヶ谷市
484	19701001	12303	千葉県	東葛飾郡	関宿町	1	20151001	12208	千葉県		野田市
1533	19701001	12305	千葉県	東葛飾郡	沼南町	1	20151001	12217	千葉県		柏市
3874	19701001	12321	千葉県	印旛郡	四街道町	1	20151001	12228	千葉県		四街道市
3883	19701001	12322	千葉県	印旛郡	酒々井町	1	20151001	12322	千葉県	印旛郡	酒々井町
3876	19701001	12323	千葉県	印旛郡	八街町	1	20151001	12230	千葉県		八街市
3880	19701001	12324	千葉県	印旛郡	富里村	1	20151001	12233	千葉県		富里市
3235	19701001	12325	千葉県	印旛郡	印旛村	1	20151001	12231	千葉県		印西市
3878	19701001	12326	千葉県	印旛郡	白井町	1	20151001	12232	千葉県		白井市
3233	19701001	12327	千葉県	印旛郡	印西町	1	20151001	12231	千葉県		印西市
3236	19701001	12328	千葉県	印旛郡	本埜村	1	20151001	12231	千葉県		印西市
3884	19701001	12329	千葉県	印旛郡	栄町	1	20151001	12329	千葉県	印旛郡	栄町
2935	19701001	12341	千葉県	香取郡	下総町	1	20151001	12211	千葉県		成田市
3885	19701001	12342	千葉県	香取郡	神崎町	1	20151001	12342	千葉県	香取郡	神崎町
2936	19701001	12343	千葉県	香取郡	大栄町	1	20151001	12211	千葉県		成田市
2930	19701001	12344	千葉県	香取郡	小見川町	1	20151001	12236	千葉県		香取市
2931	19701001	12345	千葉県	香取郡	山田町	1	20151001	12236	千葉県		香取市
2932	19701001	12346	千葉県	香取郡	栗源町	1	20151001	12236	千葉県		香取市
3886	19701001	12347	千葉県	香取郡	多古町	1	20151001	12347	千葉県	香取郡	多古町
1919	19701001	12348	千葉県	香取郡	干潟町	1	20151001	12215	千葉県		旭市
3887	19701001	12349	千葉県	香取郡	東庄町	1	20151001	12349	千葉県	香取郡	東庄町
1920	19701001	12361	千葉県	海上郡	海上町	1	20151001	12215	千葉県		旭市
1921	19701001	12362	千葉県	海上郡	飯岡町	1	20151001	12215	千葉県		旭市
2938	19701001	12381	千葉県	匝瑳郡	光町	1	20151001	12410	千葉県	山武郡	横芝光町
2591	19701001	12382	千葉県	匝瑳郡	野栄町	1	20151001	12235	千葉県		匝瑳市
3888	19701001	12402	千葉県	山武郡	大網白里町	1	20151001	12239	千葉県		大網白里市
3889	19701001	12403	千葉県	山武郡	九十九里町	1	20151001	12403	千葉県	山武郡	九十九里町
2941	19701001	12404	千葉県	山武郡	成東町	1	20151001	12237	千葉県		山武市
2942	19701001	12405	千葉県	山武郡	山武町	1	20151001	12237	千葉県		山武市
2943	19701001	12406	千葉県	山武郡	蓮沼村	1	20151001	12237	千葉県		山武市
2944	19701001	12407	千葉県	山武郡	松尾町	1	20151001	12237	千葉県		山武市
2939	19701001	12408	千葉県	山武郡	横芝町	1	20151001	12410	千葉県	山武郡	横芝光町
3890	19701001	12409	千葉県	山武郡	芝山町	1	20151001	12409	千葉県	山武郡	芝山町
3891	19701001	12421	千葉県	長生郡	一宮町	1	20151001	12421	千葉県	長生郡	一宮町
3892	19701001	12422	千葉県	長生郡	睦沢村	1	20151001	12422	千葉県	長生郡	睦沢町
3894	19701001	12423	千葉県	長生郡	長生村	1	20151001	12423	千葉県	長生郡	長生村
3895	19701001	12424	千葉県	長生郡	白子町	1	20151001	12424	千葉県	長生郡	白子町
149	19701001	12425	千葉県	長生郡	本納町	1	20151001	12210	千葉県		茂原市
3896	19701001	12426	千葉県	長生郡	長柄町	1	20151001	12426	千葉県	長生郡	長柄町
3897	19701001	12427	千葉県	長生郡	長南町	1	20151001	12427	千葉県	長生郡	長南町
3898	19701001	12441	千葉県	夷隅郡	大多喜町	1	20151001	12441	千葉県	夷隅郡	大多喜町
2363	19701001	12442	千葉県	夷隅郡	夷隅町	1	20151001	12238	千葉県		いすみ市
3899	19701001	12443	千葉県	夷隅郡	御宿町	1	20151001	12443	千葉県	夷隅郡	御宿町
2364	19701001	12444	千葉県	夷隅郡	大原町	1	20151001	12238	千葉県		いすみ市
2365	19701001	12445	千葉県	夷隅郡	岬町	1	20151001	12238	千葉県		いすみ市
2792	19701001	12461	千葉県	安房郡	富浦町	1	20151001	12234	千葉県		南房総市
2793	19701001	12462	千葉県	安房郡	富山町	1	20151001	12234	千葉県		南房総市
3900	19701001	12463	千葉県	安房郡	鋸南町	1	20151001	12463	千葉県	安房郡	鋸南町
2794	19701001	12464	千葉県	安房郡	三芳村	1	20151001	12234	千葉県		南房総市
2795	19701001	12465	千葉県	安房郡	白浜町	1	20151001	12234	千葉県		南房総市
2796	19701001	12466	千葉県	安房郡	千倉町	1	20151001	12234	千葉県		南房総市
2797	19701001	12467	千葉県	安房郡	丸山町	1	20151001	12234	千葉県		南房総市
2798	19701001	12468	千葉県	安房郡	和田町	1	20151001	12234	千葉県		南房総市
57	19701001	12469	千葉県	安房郡	江見町	1	20151001	12223	千葉県		鴨川市
58	19701001	12470	千葉県	安房郡	長狭町	1	20151001	12223	千葉県		鴨川市
59	19701001	12471	千葉県	安房郡	鴨川町	1	20151001	12223	千葉県		鴨川市
1179	19701001	12472	千葉県	安房郡	天津小湊町	1	20151001	12223	千葉県		鴨川市
105	19701001	12481	千葉県	君津郡	袖ヶ浦町	1	20151001	12229	千葉県		袖ヶ浦市
106	19701001	12482	千葉県	君津郡	平川町	1	20151001	12229	千葉県		袖ヶ浦市
99	19701001	12483	千葉県	君津郡	富来田町	1	20151001	12206	千葉県		木更津市
27	19701001	12486	千葉県	君津郡	君津町	1	20151001	12225	千葉県		君津市
76	19701001	12489	千葉県	君津郡	富津町	1	20151001	12226	千葉県		富津市
77	19701001	12490	千葉県	君津郡	大佐和町	1	20151001	12226	千葉県		富津市
78	19701001	12491	千葉県	君津郡	天羽町	1	20151001	12226	千葉県		富津市
3902	19701001	13101	東京都		千代田区	1	20151001	13101	東京都		千代田区
3903	19701001	13102	東京都		中央区	1	20151001	13102	東京都		中央区
3904	19701001	13103	東京都		港区	1	20151001	13103	東京都		港区
3905	19701001	13104	東京都		新宿区	1	20151001	13104	東京都		新宿区
3906	19701001	13105	東京都		文京区	1	20151001	13105	東京都		文京区
3907	19701001	13106	東京都		台東区	1	20151001	13106	東京都		台東区
3908	19701001	13107	東京都		墨田区	1	20151001	13107	東京都		墨田区
3909	19701001	13108	東京都		江東区	1	20151001	13108	東京都		江東区
3910	19701001	13109	東京都		品川区	1	20151001	13109	東京都		品川区
3911	19701001	13110	東京都		目黒区	1	20151001	13110	東京都		目黒区
3912	19701001	13111	東京都		大田区	1	20151001	13111	東京都		大田区
3913	19701001	13112	東京都		世田谷区	1	20151001	13112	東京都		世田谷区
3914	19701001	13113	東京都		渋谷区	1	20151001	13113	東京都		渋谷区
3915	19701001	13114	東京都		中野区	1	20151001	13114	東京都		中野区
3916	19701001	13115	東京都		杉並区	1	20151001	13115	東京都		杉並区
3917	19701001	13116	東京都		豊島区	1	20151001	13116	東京都		豊島区
3918	19701001	13117	東京都		北区	1	20151001	13117	東京都		北区
3919	19701001	13118	東京都		荒川区	1	20151001	13118	東京都		荒川区
3920	19701001	13119	東京都		板橋区	1	20151001	13119	東京都		板橋区
3921	19701001	13120	東京都		練馬区	1	20151001	13120	東京都		練馬区
3922	19701001	13121	東京都		足立区	1	20151001	13121	東京都		足立区
3923	19701001	13122	東京都		葛飾区	1	20151001	13122	東京都		葛飾区
3924	19701001	13123	東京都		江戸川区	1	20151001	13123	東京都		江戸川区
3925	19701001	13201	東京都		八王子市	1	20151001	13201	東京都		八王子市
3926	19701001	13202	東京都		立川市	1	20151001	13202	東京都		立川市
3927	19701001	13203	東京都		武蔵野市	1	20151001	13203	東京都		武蔵野市
3928	19701001	13204	東京都		三鷹市	1	20151001	13204	東京都		三鷹市
3929	19701001	13205	東京都		青梅市	1	20151001	13205	東京都		青梅市
3930	19701001	13206	東京都		府中市	1	20151001	13206	東京都		府中市
3931	19701001	13207	東京都		昭島市	1	20151001	13207	東京都		昭島市
3932	19701001	13208	東京都		調布市	1	20151001	13208	東京都		調布市
3933	19701001	13209	東京都		町田市	1	20151001	13209	東京都		町田市
3934	19701001	13210	東京都		小金井市	1	20151001	13210	東京都		小金井市
3935	19701001	13211	東京都		小平市	1	20151001	13211	東京都		小平市
3936	19701001	13212	東京都		日野市	1	20151001	13212	東京都		日野市
3937	19701001	13213	東京都		東村山市	1	20151001	13213	東京都		東村山市
3938	19701001	13214	東京都		国分寺市	1	20151001	13214	東京都		国分寺市
3939	19701001	13215	東京都		国立市	1	20151001	13215	東京都		国立市
383	19701001	13216	東京都		田無市	1	20151001	13229	東京都		西東京市
384	19701001	13217	東京都		保谷市	1	20151001	13229	東京都		西東京市
3941	19701001	13218	東京都		福生市	1	20151001	13218	東京都		福生市
3943	19701001	13219	東京都		狛江市	1	20151001	13219	東京都		狛江市
3945	19701001	13220	東京都		東大和市	1	20151001	13220	東京都		東大和市
3947	19701001	13221	東京都		清瀬市	1	20151001	13221	東京都		清瀬市
3949	19701001	13222	東京都		東久留米市	1	20151001	13222	東京都		東久留米市
3956	19701001	13302	東京都	西多摩郡	羽村町	1	20151001	13227	東京都		羽村市
3958	19701001	13303	東京都	西多摩郡	瑞穂町	1	20151001	13303	東京都	西多摩郡	瑞穂町
369	19701001	13304	東京都	西多摩郡	秋多町	1	20151001	13228	東京都		あきる野市
3959	19701001	13305	東京都	西多摩郡	日の出村	1	20151001	13305	東京都	西多摩郡	日の出町
371	19701001	13306	東京都	西多摩郡	五日市町	1	20151001	13228	東京都		あきる野市
3961	19701001	13307	東京都	西多摩郡	檜原村	1	20151001	13307	東京都	西多摩郡	檜原村
3962	19701001	13308	東京都	西多摩郡	奥多摩町	1	20151001	13308	東京都	西多摩郡	奥多摩町
3952	19701001	13321	東京都	南多摩郡	多摩町	1	20151001	13224	東京都		多摩市
3954	19701001	13322	東京都	南多摩郡	稲城町	1	20151001	13225	東京都		稲城市
3950	19701001	13342	東京都	北多摩郡	村山町	1	20151001	13223	東京都		武蔵村山市
